market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity
M4A4 | Howl (Factory New),M4A4 | Howl,Factory New,6979.61,8513.21,8545.66,3
Souvenir XM1014 | Blue Spruce (Battle-Scarred),Souvenir XM1014 | Blue Spruce,Battle-Scarred,94.78,11.39,94.78,1
Souvenir XM1014 | Blue Spruce (Factory New),Souvenir XM1014 | Blue Spruce,Factory New,,1109.3,,0
Souvenir XM1014 | Blue Spruce (Field-Tested),Souvenir XM1014 | Blue Spruce,Field-Tested,43.08,11.76,182.99,4
Souvenir XM1014 | Blue Spruce (Minimal Wear),Souvenir XM1014 | Blue Spruce,Minimal Wear,,26.54,,0
Souvenir XM1014 | Blue Spruce (Well-Worn),Souvenir XM1014 | Blue Spruce,Well-Worn,,14.36,,0
Souvenir XM1014 | Blue Steel (Battle-Scarred),Souvenir XM1014 | Blue Steel,Battle-Scarred,,45.99,,0
Souvenir XM1014 | Blue Steel (Factory New),Souvenir XM1014 | Blue Steel,Factory New,,467.84,,0
Souvenir XM1014 | Blue Steel (Field-Tested),Souvenir XM1014 | Blue Steel,Field-Tested,112.0,42.97,112.0,1
Souvenir XM1014 | Blue Steel (Minimal Wear),Souvenir XM1014 | Blue Steel,Minimal Wear,,54.13,,0
Souvenir XM1014 | Blue Steel (Well-Worn),Souvenir XM1014 | Blue Steel,Well-Worn,,43.16,,0
Souvenir XM1014 | Blue Tire (Battle-Scarred),Souvenir XM1014 | Blue Tire,Battle-Scarred,0.02,0.04,2.07,22
Souvenir XM1014 | Blue Tire (Factory New),Souvenir XM1014 | Blue Tire,Factory New,0.27,0.15,2.01,201
Souvenir XM1014 | Blue Tire (Field-Tested),Souvenir XM1014 | Blue Tire,Field-Tested,0.02,0.03,2.18,230
Souvenir XM1014 | Blue Tire (Minimal Wear),Souvenir XM1014 | Blue Tire,Minimal Wear,0.05,0.07,3.71,106
Souvenir XM1014 | Blue Tire (Well-Worn),Souvenir XM1014 | Blue Tire,Well-Worn,0.05,0.08,1.18,27
Souvenir XM1014 | Bone Machine (Battle-Scarred),Souvenir XM1014 | Bone Machine,Battle-Scarred,,3.65,,0
Souvenir XM1014 | Bone Machine (Factory New),Souvenir XM1014 | Bone Machine,Factory New,17.19,19.98,32.24,7
Souvenir XM1014 | Bone Machine (Field-Tested),Souvenir XM1014 | Bone Machine,Field-Tested,5.28,4.42,7.97,4
Souvenir XM1014 | Bone Machine (Minimal Wear),Souvenir XM1014 | Bone Machine,Minimal Wear,9.55,7.81,18.98,20
Souvenir XM1014 | Bone Machine (Well-Worn),Souvenir XM1014 | Bone Machine,Well-Worn,9.39,4.55,9.39,1
Souvenir XM1014 | CaliCamo (Battle-Scarred),Souvenir XM1014 | CaliCamo,Battle-Scarred,,20.3,,0
Souvenir XM1014 | CaliCamo (Factory New),Souvenir XM1014 | CaliCamo,Factory New,,53.37,,0
Souvenir XM1014 | CaliCamo (Field-Tested),Souvenir XM1014 | CaliCamo,Field-Tested,35.23,33.07,35.23,1
Souvenir XM1014 | CaliCamo (Minimal Wear),Souvenir XM1014 | CaliCamo,Minimal Wear,,23.59,,0
Souvenir XM1014 | CaliCamo (Well-Worn),Souvenir XM1014 | CaliCamo,Well-Worn,,30.09,,0
Souvenir XM1014 | Elegant Vines (Factory New),Souvenir XM1014 | Elegant Vines,Factory New,1.85,1.47,5.36,126
Souvenir XM1014 | Elegant Vines (Field-Tested),Souvenir XM1014 | Elegant Vines,Field-Tested,1.19,0.44,2.74,56
Souvenir XM1014 | Elegant Vines (Minimal Wear),Souvenir XM1014 | Elegant Vines,Minimal Wear,0.56,0.75,2.19,73
Souvenir XM1014 | Fallout Warning (Battle-Scarred),Souvenir XM1014 | Fallout Warning,Battle-Scarred,3.27,4.12,8.36,5
Souvenir XM1014 | Fallout Warning (Factory New),Souvenir XM1014 | Fallout Warning,Factory New,344.67,95.11,344.67,1
Souvenir XM1014 | Fallout Warning (Field-Tested),Souvenir XM1014 | Fallout Warning,Field-Tested,11.0,4.48,140.4,9
Souvenir XM1014 | Fallout Warning (Minimal Wear),Souvenir XM1014 | Fallout Warning,Minimal Wear,50.0,11.99,82.84,9
Souvenir XM1014 | Fallout Warning (Well-Worn),Souvenir XM1014 | Fallout Warning,Well-Worn,12.38,5.65,40.93,6
Souvenir XM1014 | Hieroglyph (Battle-Scarred),Souvenir XM1014 | Hieroglyph,Battle-Scarred,0.02,0.03,0.58,153
Souvenir XM1014 | Hieroglyph (Factory New),Souvenir XM1014 | Hieroglyph,Factory New,0.26,0.37,2.37,38
Souvenir XM1014 | Hieroglyph (Field-Tested),Souvenir XM1014 | Hieroglyph,Field-Tested,0.02,0.03,0.21,284
Souvenir XM1014 | Hieroglyph (Minimal Wear),Souvenir XM1014 | Hieroglyph,Minimal Wear,0.02,0.03,0.26,177
Souvenir XM1014 | Hieroglyph (Well-Worn),Souvenir XM1014 | Hieroglyph,Well-Worn,0.02,0.03,0.2,258
Souvenir XM1014 | Run Run Run (Battle-Scarred),Souvenir XM1014 | Run Run Run,Battle-Scarred,,0.12,,0
Souvenir XM1014 | Run Run Run (Factory New),Souvenir XM1014 | Run Run Run,Factory New,0.7,0.83,0.86,2
Souvenir XM1014 | Run Run Run (Field-Tested),Souvenir XM1014 | Run Run Run,Field-Tested,0.05,0.08,0.07,8
Souvenir XM1014 | Run Run Run (Minimal Wear),Souvenir XM1014 | Run Run Run,Minimal Wear,0.11,0.16,0.12,9
Souvenir XM1014 | Run Run Run (Well-Worn),Souvenir XM1014 | Run Run Run,Well-Worn,,0.36,,0
Souvenir XM1014 | Urban Perforated (Battle-Scarred),Souvenir XM1014 | Urban Perforated,Battle-Scarred,0.05,0.07,1.56,19
Souvenir XM1014 | Urban Perforated (Factory New),Souvenir XM1014 | Urban Perforated,Factory New,7.15,6.42,21.19,2
Souvenir XM1014 | Urban Perforated (Field-Tested),Souvenir XM1014 | Urban Perforated,Field-Tested,0.22,0.06,2.93,42
Souvenir XM1014 | Urban Perforated (Minimal Wear),Souvenir XM1014 | Urban Perforated,Minimal Wear,1.5,0.21,8.03,10
Souvenir XM1014 | Urban Perforated (Well-Worn),Souvenir XM1014 | Urban Perforated,Well-Worn,0.22,0.13,1.11,11
Souvenir XM1014 | VariCamo Blue (Battle-Scarred),Souvenir XM1014 | VariCamo Blue,Battle-Scarred,,1.38,,0
Souvenir XM1014 | VariCamo Blue (Factory New),Souvenir XM1014 | VariCamo Blue,Factory New,1.93,2.07,10.97,13
Souvenir XM1014 | VariCamo Blue (Field-Tested),Souvenir XM1014 | VariCamo Blue,Field-Tested,0.26,0.36,7.03,4
Souvenir XM1014 | VariCamo Blue (Minimal Wear),Souvenir XM1014 | VariCamo Blue,Minimal Wear,14.8,0.93,17.16,4
Souvenir XM1014 | VariCamo Blue (Well-Worn),Souvenir XM1014 | VariCamo Blue,Well-Worn,,1.03,,0
Souvenir Zeus x27 | Charged Up (Battle-Scarred),Souvenir Zeus x27 | Charged Up,Battle-Scarred,2.02,2.53,3.87,3
Souvenir Zeus x27 | Charged Up (Field-Tested),Souvenir Zeus x27 | Charged Up,Field-Tested,8.61,3.63,9.04,3
Souvenir Zeus x27 | Charged Up (Minimal Wear),Souvenir Zeus x27 | Charged Up,Minimal Wear,7.98,7.63,9.84,8
Souvenir Zeus x27 | Charged Up (Well-Worn),Souvenir Zeus x27 | Charged Up,Well-Worn,2.3,2.34,5.26,6
StatTrak™ AK-47 | Aquamarine Revenge (Battle-Scarred),StatTrak™ AK-47 | Aquamarine Revenge,Battle-Scarred,75.36,74.7,98.52,3
StatTrak™ AK-47 | Aquamarine Revenge (Factory New),StatTrak™ AK-47 | Aquamarine Revenge,Factory New,298.45,317.2,317.19,3
StatTrak™ AK-47 | Aquamarine Revenge (Field-Tested),StatTrak™ AK-47 | Aquamarine Revenge,Field-Tested,92.0,105.42,105.76,14
StatTrak™ AK-47 | Aquamarine Revenge (Minimal Wear),StatTrak™ AK-47 | Aquamarine Revenge,Minimal Wear,164.99,190.01,194.46,14
StatTrak™ AK-47 | Aquamarine Revenge (Well-Worn),StatTrak™ AK-47 | Aquamarine Revenge,Well-Worn,67.14,84.9,80.91,7
StatTrak™ AK-47 | Asiimov (Battle-Scarred),StatTrak™ AK-47 | Asiimov,Battle-Scarred,60.0,73.88,66.24,7
StatTrak™ AK-47 | Asiimov (Factory New),StatTrak™ AK-47 | Asiimov,Factory New,420.38,472.3,515.19,7
StatTrak™ AK-47 | Asiimov (Field-Tested),StatTrak™ AK-47 | Asiimov,Field-Tested,63.23,79.02,77.87,33
StatTrak™ AK-47 | Asiimov (Minimal Wear),StatTrak™ AK-47 | Asiimov,Minimal Wear,119.27,150.91,146.89,21
StatTrak™ AK-47 | Asiimov (Well-Worn),StatTrak™ AK-47 | Asiimov,Well-Worn,80.0,86.11,87.2,2
StatTrak™ AK-47 | Bloodsport (Factory New),StatTrak™ AK-47 | Bloodsport,Factory New,434.02,497.9,479.6,17
StatTrak™ AK-47 | Bloodsport (Field-Tested),StatTrak™ AK-47 | Bloodsport,Field-Tested,271.83,329.99,297.15,12
StatTrak™ AK-47 | Bloodsport (Minimal Wear),StatTrak™ AK-47 | Bloodsport,Minimal Wear,317.08,388.64,441.62,19
StatTrak™ AK-47 | Bloodsport (Well-Worn),StatTrak™ AK-47 | Bloodsport,Well-Worn,309.5,283.21,313.75,2
StatTrak™ AK-47 | Blue Laminate (Factory New),StatTrak™ AK-47 | Blue Laminate,Factory New,44.99,58.48,110.81,34
StatTrak™ AK-47 | Blue Laminate (Field-Tested),StatTrak™ AK-47 | Blue Laminate,Field-Tested,36.17,40.08,364.96,42
StatTrak™ AK-47 | Blue Laminate (Minimal Wear),StatTrak™ AK-47 | Blue Laminate,Minimal Wear,37.1,43.65,198.34,38
StatTrak™ AK-47 | Blue Laminate (Well-Worn),StatTrak™ AK-47 | Blue Laminate,Well-Worn,700.0,50.07,700.0,1
StatTrak™ AK-47 | Cartel (Battle-Scarred),StatTrak™ AK-47 | Cartel,Battle-Scarred,49.32,50.29,81.12,5
StatTrak™ AK-47 | Cartel (Factory New),StatTrak™ AK-47 | Cartel,Factory New,88.98,123.59,126.01,12
StatTrak™ AK-47 | Cartel (Field-Tested),StatTrak™ AK-47 | Cartel,Field-Tested,38.0,52.01,63.75,19
StatTrak™ AK-47 | Cartel (Minimal Wear),StatTrak™ AK-47 | Cartel,Minimal Wear,53.37,71.26,94.32,10
StatTrak™ AK-47 | Cartel (Well-Worn),StatTrak™ AK-47 | Cartel,Well-Worn,65.89,52.62,65.89,1
StatTrak™ AK-47 | Case Hardened (Battle-Scarred),StatTrak™ AK-47 | Case Hardened,Battle-Scarred,,1534.82,,0
StatTrak™ AK-47 | Case Hardened (Factory New),StatTrak™ AK-47 | Case Hardened,Factory New,689.34,1351.33,8662.51,10
StatTrak™ AK-47 | Case Hardened (Field-Tested),StatTrak™ AK-47 | Case Hardened,Field-Tested,395.0,3160.49,2806.03,10
StatTrak™ AK-47 | Case Hardened (Minimal Wear),StatTrak™ AK-47 | Case Hardened,Minimal Wear,491.97,3576.63,1736.39,12
StatTrak™ AK-47 | Case Hardened (Well-Worn),StatTrak™ AK-47 | Case Hardened,Well-Worn,344.67,2526.32,426.26,4
StatTrak™ AK-47 | Elite Build (Battle-Scarred),StatTrak™ AK-47 | Elite Build,Battle-Scarred,3.15,3.93,13.84,64
StatTrak™ AK-47 | Elite Build (Factory New),StatTrak™ AK-47 | Elite Build,Factory New,29.49,34.14,106.11,33
StatTrak™ AK-47 | Elite Build (Field-Tested),StatTrak™ AK-47 | Elite Build,Field-Tested,4.23,5.65,56.5,85
StatTrak™ AK-47 | Elite Build (Minimal Wear),StatTrak™ AK-47 | Elite Build,Minimal Wear,7.92,10.15,37.57,65
StatTrak™ AK-47 | Elite Build (Well-Worn),StatTrak™ AK-47 | Elite Build,Well-Worn,2.9,3.97,14.5,100
StatTrak™ AK-47 | Fire Serpent (Battle-Scarred),StatTrak™ AK-47 | Fire Serpent,Battle-Scarred,1584.97,1590.96,1692.49,2
StatTrak™ AK-47 | Fire Serpent (Factory New),StatTrak™ AK-47 | Fire Serpent,Factory New,,5954.54,,0
StatTrak™ AK-47 | Fire Serpent (Field-Tested),StatTrak™ AK-47 | Fire Serpent,Field-Tested,1993.77,2377.41,1996.67,2
StatTrak™ AK-47 | Fire Serpent (Minimal Wear),StatTrak™ AK-47 | Fire Serpent,Minimal Wear,3050.0,3613.68,3050.0,1
StatTrak™ AK-47 | Fire Serpent (Well-Worn),StatTrak™ AK-47 | Fire Serpent,Well-Worn,1999.0,2227.76,1999.0,1
StatTrak™ AK-47 | Frontside Misty (Battle-Scarred),StatTrak™ AK-47 | Frontside Misty,Battle-Scarred,33.53,37.48,39.85,5
StatTrak™ AK-47 | Frontside Misty (Factory New),StatTrak™ AK-47 | Frontside Misty,Factory New,159.1,213.51,186.41,4
StatTrak™ AK-47 | Frontside Misty (Field-Tested),StatTrak™ AK-47 | Frontside Misty,Field-Tested,32.68,41.31,56.21,28
StatTrak™ AK-47 | Frontside Misty (Minimal Wear),StatTrak™ AK-47 | Frontside Misty,Minimal Wear,59.63,76.82,89.57,31
StatTrak™ AK-47 | Frontside Misty (Well-Worn),StatTrak™ AK-47 | Frontside Misty,Well-Worn,35.26,39.28,37.44,4
StatTrak™ AK-47 | Fuel Injector (Battle-Scarred),StatTrak™ AK-47 | Fuel Injector,Battle-Scarred,227.07,237.6,296.77,8
StatTrak™ AK-47 | Fuel Injector (Factory New),StatTrak™ AK-47 | Fuel Injector,Factory New,952.61,1087.88,1427.71,3
StatTrak™ AK-47 | Fuel Injector (Field-Tested),StatTrak™ AK-47 | Fuel Injector,Field-Tested,396.96,442.25,421.02,10
StatTrak™ AK-47 | Fuel Injector (Minimal Wear),StatTrak™ AK-47 | Fuel Injector,Minimal Wear,660.0,617.68,761.09,5
StatTrak™ AK-47 | Fuel Injector (Well-Worn),StatTrak™ AK-47 | Fuel Injector,Well-Worn,295.03,306.6,295.03,1
StatTrak™ AK-47 | Head Shot (Battle-Scarred),StatTrak™ AK-47 | Head Shot,Battle-Scarred,17.65,18.05,25.46,8
StatTrak™ AK-47 | Head Shot (Factory New),StatTrak™ AK-47 | Head Shot,Factory New,105.68,120.66,195.15,10
StatTrak™ AK-47 | Head Shot (Field-Tested),StatTrak™ AK-47 | Head Shot,Field-Tested,18.77,23.68,30.37,58
StatTrak™ AK-47 | Head Shot (Minimal Wear),StatTrak™ AK-47 | Head Shot,Minimal Wear,36.48,43.6,53.37,40
StatTrak™ AK-47 | Head Shot (Well-Worn),StatTrak™ AK-47 | Head Shot,Well-Worn,16.6,18.31,25.34,27
StatTrak™ AK-47 | Ice Coaled (Battle-Scarred),StatTrak™ AK-47 | Ice Coaled,Battle-Scarred,8.27,9.95,12.85,19
StatTrak™ AK-47 | Ice Coaled (Factory New),StatTrak™ AK-47 | Ice Coaled,Factory New,33.33,40.82,70.54,31
StatTrak™ AK-47 | Ice Coaled (Field-Tested),StatTrak™ AK-47 | Ice Coaled,Field-Tested,9.06,11.05,15.28,70
StatTrak™ AK-47 | Ice Coaled (Minimal Wear),StatTrak™ AK-47 | Ice Coaled,Minimal Wear,17.5,20.57,38.93,73
StatTrak™ AK-47 | Ice Coaled (Well-Worn),StatTrak™ AK-47 | Ice Coaled,Well-Worn,11.5,13.99,22.08,8
StatTrak™ AK-47 | Inheritance (Battle-Scarred),StatTrak™ AK-47 | Inheritance,Battle-Scarred,105.69,124.22,165.19,9
StatTrak™ AK-47 | Inheritance (Factory New),StatTrak™ AK-47 | Inheritance,Factory New,475.0,546.58,535.59,5
StatTrak™ AK-47 | Inheritance (Field-Tested),StatTrak™ AK-47 | Inheritance,Field-Tested,125.93,149.92,157.41,30
StatTrak™ AK-47 | Inheritance (Minimal Wear),StatTrak™ AK-47 | Inheritance,Minimal Wear,240.93,264.05,328.84,20
StatTrak™ AK-47 | Inheritance (Well-Worn),StatTrak™ AK-47 | Inheritance,Well-Worn,128.89,136.37,142.28,7
StatTrak™ AK-47 | Jaguar (Battle-Scarred),StatTrak™ AK-47 | Jaguar,Battle-Scarred,133.0,115.46,133.0,1
StatTrak™ AK-47 | Jaguar (Factory New),StatTrak™ AK-47 | Jaguar,Factory New,500.0,526.58,617.94,5
StatTrak™ AK-47 | Jaguar (Field-Tested),StatTrak™ AK-47 | Jaguar,Field-Tested,158.5,208.95,171.95,4
StatTrak™ AK-47 | Jaguar (Minimal Wear),StatTrak™ AK-47 | Jaguar,Minimal Wear,239.79,282.0,347.73,11
StatTrak™ AK-47 | Jaguar (Well-Worn),StatTrak™ AK-47 | Jaguar,Well-Worn,111.19,137.45,119.85,2
StatTrak™ AK-47 | Leet Museo (Battle-Scarred),StatTrak™ AK-47 | Leet Museo,Battle-Scarred,,14.35,,0
StatTrak™ AK-47 | Leet Museo (Factory New),StatTrak™ AK-47 | Leet Museo,Factory New,370.0,460.63,622.95,6
StatTrak™ AK-47 | Leet Museo (Field-Tested),StatTrak™ AK-47 | Leet Museo,Field-Tested,101.93,122.81,112.58,9
StatTrak™ AK-47 | Leet Museo (Minimal Wear),StatTrak™ AK-47 | Leet Museo,Minimal Wear,211.37,173.42,211.37,3
StatTrak™ AK-47 | Leet Museo (Well-Worn),StatTrak™ AK-47 | Leet Museo,Well-Worn,,91.73,,0
StatTrak™ AK-47 | Legion of Anubis (Battle-Scarred),StatTrak™ AK-47 | Legion of Anubis,Battle-Scarred,16.63,18.58,21.7,10
StatTrak™ AK-47 | Legion of Anubis (Factory New),StatTrak™ AK-47 | Legion of Anubis,Factory New,51.01,62.52,193.61,30
StatTrak™ AK-47 | Legion of Anubis (Field-Tested),StatTrak™ AK-47 | Legion of Anubis,Field-Tested,19.56,19.71,37.46,33
StatTrak™ AK-47 | Legion of Anubis (Minimal Wear),StatTrak™ AK-47 | Legion of Anubis,Minimal Wear,28.0,32.15,47.66,42
StatTrak™ AK-47 | Legion of Anubis (Well-Worn),StatTrak™ AK-47 | Legion of Anubis,Well-Worn,27.53,26.47,27.54,2
StatTrak™ AK-47 | Neon Revolution (Battle-Scarred),StatTrak™ AK-47 | Neon Revolution,Battle-Scarred,58.94,61.76,61.25,4
StatTrak™ AK-47 | Neon Revolution (Factory New),StatTrak™ AK-47 | Neon Revolution,Factory New,184.89,227.62,198.52,8
StatTrak™ AK-47 | Neon Revolution (Field-Tested),StatTrak™ AK-47 | Neon Revolution,Field-Tested,48.0,64.03,61.06,25
StatTrak™ AK-47 | Neon Revolution (Minimal Wear),StatTrak™ AK-47 | Neon Revolution,Minimal Wear,82.4,90.47,97.53,19
StatTrak™ AK-47 | Neon Revolution (Well-Worn),StatTrak™ AK-47 | Neon Revolution,Well-Worn,2080.0,76.31,2080.0,1
StatTrak™ AK-47 | Neon Rider (Battle-Scarred),StatTrak™ AK-47 | Neon Rider,Battle-Scarred,93.84,109.23,118.1,4
StatTrak™ AK-47 | Neon Rider (Factory New),StatTrak™ AK-47 | Neon Rider,Factory New,356.4,412.86,392.65,12
StatTrak™ AK-47 | Neon Rider (Field-Tested),StatTrak™ AK-47 | Neon Rider,Field-Tested,85.23,109.49,231.02,19
StatTrak™ AK-47 | Neon Rider (Minimal Wear),StatTrak™ AK-47 | Neon Rider,Minimal Wear,162.92,209.53,281.93,17
StatTrak™ AK-47 | Neon Rider (Well-Worn),StatTrak™ AK-47 | Neon Rider,Well-Worn,,113.24,,0
StatTrak™ AK-47 | Nightwish (Battle-Scarred),StatTrak™ AK-47 | Nightwish,Battle-Scarred,11.77,15.28,21.63,16
StatTrak™ AK-47 | Nightwish (Factory New),StatTrak™ AK-47 | Nightwish,Factory New,112.79,142.3,278.97,17
StatTrak™ AK-47 | Nightwish (Field-Tested),StatTrak™ AK-47 | Nightwish,Field-Tested,17.95,22.08,29.33,25
StatTrak™ AK-47 | Nightwish (Minimal Wear),StatTrak™ AK-47 | Nightwish,Minimal Wear,37.0,46.17,66.8,35
StatTrak™ AK-47 | Nightwish (Well-Worn),StatTrak™ AK-47 | Nightwish,Well-Worn,13.07,17.48,18.7,18
StatTrak™ AK-47 | Orbit Mk01 (Battle-Scarred),StatTrak™ AK-47 | Orbit Mk01,Battle-Scarred,65.29,55.42,82.6,2
StatTrak™ AK-47 | Orbit Mk01 (Factory New),StatTrak™ AK-47 | Orbit Mk01,Factory New,97.65,130.62,116.16,11
StatTrak™ AK-47 | Orbit Mk01 (Field-Tested),StatTrak™ AK-47 | Orbit Mk01,Field-Tested,50.51,57.29,62.37,6
StatTrak™ AK-47 | Orbit Mk01 (Minimal Wear),StatTrak™ AK-47 | Orbit Mk01,Minimal Wear,68.11,67.44,93.06,8
StatTrak™ AK-47 | Orbit Mk01 (Well-Worn),StatTrak™ AK-47 | Orbit Mk01,Well-Worn,110.92,55.56,110.92,1
StatTrak™ AK-47 | Phantom Disruptor (Battle-Scarred),StatTrak™ AK-47 | Phantom Disruptor,Battle-Scarred,9.52,11.93,13.93,11
StatTrak™ AK-47 | Phantom Disruptor (Factory New),StatTrak™ AK-47 | Phantom Disruptor,Factory New,29.99,38.6,52.69,36
StatTrak™ AK-47 | Phantom Disruptor (Field-Tested),StatTrak™ AK-47 | Phantom Disruptor,Field-Tested,9.97,12.07,19.14,44
StatTrak™ AK-47 | Phantom Disruptor (Minimal Wear),StatTrak™ AK-47 | Phantom Disruptor,Minimal Wear,15.43,18.64,57.28,23
StatTrak™ AK-47 | Phantom Disruptor (Well-Worn),StatTrak™ AK-47 | Phantom Disruptor,Well-Worn,11.89,13.87,12.41,2
StatTrak™ AK-47 | Point Disarray (Battle-Scarred),StatTrak™ AK-47 | Point Disarray,Battle-Scarred,37.58,36.08,159.11,2
StatTrak™ AK-47 | Point Disarray (Factory New),StatTrak™ AK-47 | Point Disarray,Factory New,85.73,126.83,127.5,18
StatTrak™ AK-47 | Point Disarray (Field-Tested),StatTrak™ AK-47 | Point Disarray,Field-Tested,31.7,36.2,74.11,22
StatTrak™ AK-47 | Point Disarray (Minimal Wear),StatTrak™ AK-47 | Point Disarray,Minimal Wear,47.0,54.69,53.62,20
StatTrak™ AK-47 | Point Disarray (Well-Worn),StatTrak™ AK-47 | Point Disarray,Well-Worn,32.2,37.09,33.63,2
StatTrak™ AK-47 | Rat Rod (Battle-Scarred),StatTrak™ AK-47 | Rat Rod,Battle-Scarred,9.09,12.2,14.3,6
StatTrak™ AK-47 | Rat Rod (Factory New),StatTrak™ AK-47 | Rat Rod,Factory New,43.2,49.93,110.89,8
StatTrak™ AK-47 | Rat Rod (Field-Tested),StatTrak™ AK-47 | Rat Rod,Field-Tested,11.51,12.2,16.52,40
StatTrak™ AK-47 | Rat Rod (Minimal Wear),StatTrak™ AK-47 | Rat Rod,Minimal Wear,16.02,19.08,22.99,28
StatTrak™ AK-47 | Rat Rod (Well-Worn),StatTrak™ AK-47 | Rat Rod,Well-Worn,9.12,12.16,13.24,9
StatTrak™ AK-47 | Red Laminate (Battle-Scarred),StatTrak™ AK-47 | Red Laminate,Battle-Scarred,168.17,138.64,187.49,2
StatTrak™ AK-47 | Red Laminate (Factory New),StatTrak™ AK-47 | Red Laminate,Factory New,1049.0,1036.86,1049.0,1
StatTrak™ AK-47 | Red Laminate (Field-Tested),StatTrak™ AK-47 | Red Laminate,Field-Tested,149.99,173.31,505.72,8
StatTrak™ AK-47 | Red Laminate (Minimal Wear),StatTrak™ AK-47 | Red Laminate,Minimal Wear,241.47,273.92,606.99,8
StatTrak™ AK-47 | Red Laminate (Well-Worn),StatTrak™ AK-47 | Red Laminate,Well-Worn,159.41,158.85,159.41,1
StatTrak™ AK-47 | Redline (Battle-Scarred),StatTrak™ AK-47 | Redline,Battle-Scarred,49.9,60.6,84.68,16
StatTrak™ AK-47 | Redline (Field-Tested),StatTrak™ AK-47 | Redline,Field-Tested,73.74,102.86,311.27,95
StatTrak™ AK-47 | Redline (Minimal Wear),StatTrak™ AK-47 | Redline,Minimal Wear,382.09,432.51,551.17,15
StatTrak™ AK-47 | Redline (Well-Worn),StatTrak™ AK-47 | Redline,Well-Worn,61.96,67.76,75.84,11
StatTrak™ AK-47 | Searing Rage (Battle-Scarred),StatTrak™ AK-47 | Searing Rage,Battle-Scarred,7.32,9.22,10.99,17
StatTrak™ AK-47 | Searing Rage (Factory New),StatTrak™ AK-47 | Searing Rage,Factory New,50.0,56.51,68.17,10
StatTrak™ AK-47 | Searing Rage (Field-Tested),StatTrak™ AK-47 | Searing Rage,Field-Tested,9.5,11.37,11.17,42
StatTrak™ AK-47 | Searing Rage (Minimal Wear),StatTrak™ AK-47 | Searing Rage,Minimal Wear,18.78,20.11,23.49,25
StatTrak™ AK-47 | Searing Rage (Well-Worn),StatTrak™ AK-47 | Searing Rage,Well-Worn,7.57,9.99,12.63,14
StatTrak™ AK-47 | Slate (Battle-Scarred),StatTrak™ AK-47 | Slate,Battle-Scarred,11.32,12.58,32.07,46
StatTrak™ AK-47 | Slate (Factory New),StatTrak™ AK-47 | Slate,Factory New,45.0,57.58,132.92,48
StatTrak™ AK-47 | Slate (Field-Tested),StatTrak™ AK-47 | Slate,Field-Tested,12.5,15.55,20.51,137
StatTrak™ AK-47 | Slate (Minimal Wear),StatTrak™ AK-47 | Slate,Minimal Wear,19.82,25.23,33.34,90
StatTrak™ AK-47 | Slate (Well-Worn),StatTrak™ AK-47 | Slate,Well-Worn,10.43,13.05,26.82,33
StatTrak™ AK-47 | The Empress (Battle-Scarred),StatTrak™ AK-47 | The Empress,Battle-Scarred,68.82,86.16,87.08,9
StatTrak™ AK-47 | The Empress (Factory New),StatTrak™ AK-47 | The Empress,Factory New,322.32,379.31,434.33,14
StatTrak™ AK-47 | The Empress (Field-Tested),StatTrak™ AK-47 | The Empress,Field-Tested,86.93,107.67,103.64,26
StatTrak™ AK-47 | The Empress (Minimal Wear),StatTrak™ AK-47 | The Empress,Minimal Wear,140.0,178.65,164.24,22
StatTrak™ AK-47 | The Empress (Well-Worn),StatTrak™ AK-47 | The Empress,Well-Worn,79.03,92.98,127.43,8
StatTrak™ AK-47 | The Outsiders (Battle-Scarred),StatTrak™ AK-47 | The Outsiders,Battle-Scarred,13.69,15.24,17.06,10
StatTrak™ AK-47 | The Outsiders (Factory New),StatTrak™ AK-47 | The Outsiders,Factory New,85.0,105.68,115.03,3
StatTrak™ AK-47 | The Outsiders (Field-Tested),StatTrak™ AK-47 | The Outsiders,Field-Tested,13.54,18.24,22.4,19
StatTrak™ AK-47 | The Outsiders (Minimal Wear),StatTrak™ AK-47 | The Outsiders,Minimal Wear,29.0,35.72,42.85,10
StatTrak™ AK-47 | The Outsiders (Well-Worn),StatTrak™ AK-47 | The Outsiders,Well-Worn,16.28,16.34,25.27,6
StatTrak™ AK-47 | Uncharted (Battle-Scarred),StatTrak™ AK-47 | Uncharted,Battle-Scarred,2.18,2.43,19.93,63
StatTrak™ AK-47 | Uncharted (Factory New),StatTrak™ AK-47 | Uncharted,Factory New,5.95,6.7,11.0,77
StatTrak™ AK-47 | Uncharted (Field-Tested),StatTrak™ AK-47 | Uncharted,Field-Tested,2.2,2.35,3.89,191
StatTrak™ AK-47 | Uncharted (Minimal Wear),StatTrak™ AK-47 | Uncharted,Minimal Wear,2.8,3.06,5.22,87
StatTrak™ AK-47 | Uncharted (Well-Worn),StatTrak™ AK-47 | Uncharted,Well-Worn,2.82,3.52,3.99,19
StatTrak™ AK-47 | Vulcan (Battle-Scarred),StatTrak™ AK-47 | Vulcan,Battle-Scarred,215.09,216.09,215.09,1
StatTrak™ AK-47 | Vulcan (Factory New),StatTrak™ AK-47 | Vulcan,Factory New,1549.0,1903.44,2067.98,7
