market_hash_name,base_name,wear,min_price,suggested_price,mean_price,quantity
Souvenir P90 | Fallout Warning (Field-Tested),Souvenir P90 | Fallout Warning,Field-Tested,11.59,4.34,163.34,4
Souvenir P90 | Fallout Warning (Minimal Wear),Souvenir P90 | Fallout Warning,Minimal Wear,35.99,9.97,42.75,2
Souvenir P90 | Fallout Warning (Well-Worn),Souvenir P90 | Fallout Warning,Well-Worn,9.99,3.48,15.5,2
Souvenir P90 | Glacier Mesh (Battle-Scarred),Souvenir P90 | Glacier Mesh,Battle-Scarred,8.32,2.59,8.32,1
Souvenir P90 | Glacier Mesh (Factory New),Souvenir P90 | Glacier Mesh,Factory New,214.66,390.29,214.66,1
Souvenir P90 | Glacier Mesh (Field-Tested),Souvenir P90 | Glacier Mesh,Field-Tested,2.8,1.8,4.71,3
Souvenir P90 | Glacier Mesh (Minimal Wear),Souvenir P90 | Glacier Mesh,Minimal Wear,,4.95,,0
Souvenir P90 | Glacier Mesh (Well-Worn),Souvenir P90 | Glacier Mesh,Well-Worn,,2.11,,0
Souvenir P90 | Run and Hide (Battle-Scarred),Souvenir P90 | Run and Hide,Battle-Scarred,72.0,13.47,86.0,2
Souvenir P90 | Run and Hide (Factory New),Souvenir P90 | Run and Hide,Factory New,,78.8,,0
Souvenir P90 | Run and Hide (Field-Tested),Souvenir P90 | Run and Hide,Field-Tested,,14.32,,0
Souvenir P90 | Run and Hide (Minimal Wear),Souvenir P90 | Run and Hide,Minimal Wear,24.97,32.12,58.12,4
Souvenir P90 | Run and Hide (Well-Worn),Souvenir P90 | Run and Hide,Well-Worn,,14.33,,0
Souvenir P90 | Sand Spray (Battle-Scarred),Souvenir P90 | Sand Spray,Battle-Scarred,0.26,0.31,8.03,22
Souvenir P90 | Sand Spray (Factory New),Souvenir P90 | Sand Spray,Factory New,7.16,5.57,12.81,4
Souvenir P90 | Sand Spray (Field-Tested),Souvenir P90 | Sand Spray,Field-Tested,0.15,0.11,4.03,132
Souvenir P90 | Sand Spray (Minimal Wear),Souvenir P90 | Sand Spray,Minimal Wear,0.34,0.29,11.0,25
Souvenir P90 | Sand Spray (Well-Worn),Souvenir P90 | Sand Spray,Well-Worn,0.68,0.48,3.92,8
Souvenir P90 | ScaraB Rush (Battle-Scarred),Souvenir P90 | ScaraB Rush,Battle-Scarred,3.3,2.59,10.42,3
Souvenir P90 | ScaraB Rush (Factory New),Souvenir P90 | ScaraB Rush,Factory New,59.99,25.6,59.99,1
Souvenir P90 | ScaraB Rush (Field-Tested),Souvenir P90 | ScaraB Rush,Field-Tested,4.76,3.16,7.16,6
Souvenir P90 | ScaraB Rush (Minimal Wear),Souvenir P90 | ScaraB Rush,Minimal Wear,14.74,6.03,93.16,3
Souvenir P90 | ScaraB Rush (Well-Worn),Souvenir P90 | ScaraB Rush,Well-Worn,3.52,2.51,3.69,4
Souvenir P90 | Schematic (Battle-Scarred),Souvenir P90 | Schematic,Battle-Scarred,23.6,3.13,119.84,2
Souvenir P90 | Schematic (Factory New),Souvenir P90 | Schematic,Factory New,3.4,2.42,11.38,18
Souvenir P90 | Schematic (Field-Tested),Souvenir P90 | Schematic,Field-Tested,0.39,0.39,2.66,14
Souvenir P90 | Schematic (Minimal Wear),Souvenir P90 | Schematic,Minimal Wear,1.3,1.18,4.45,13
Souvenir P90 | Schematic (Well-Worn),Souvenir P90 | Schematic,Well-Worn,,3.63,,0
Souvenir P90 | Scorched (Battle-Scarred),Souvenir P90 | Scorched,Battle-Scarred,0.41,0.27,1.98,31
Souvenir P90 | Scorched (Factory New),Souvenir P90 | Scorched,Factory New,8.67,7.52,29.57,6
Souvenir P90 | Scorched (Field-Tested),Souvenir P90 | Scorched,Field-Tested,0.15,0.19,9.2,86
Souvenir P90 | Scorched (Minimal Wear),Souvenir P90 | Scorched,Minimal Wear,0.55,0.48,13.1,62
Souvenir P90 | Scorched (Well-Worn),Souvenir P90 | Scorched,Well-Worn,0.28,0.38,13.95,10
Souvenir P90 | Storm (Battle-Scarred),Souvenir P90 | Storm,Battle-Scarred,0.98,0.57,2.81,18
Souvenir P90 | Storm (Factory New),Souvenir P90 | Storm,Factory New,30.0,17.01,30.0,1
Souvenir P90 | Storm (Field-Tested),Souvenir P90 | Storm,Field-Tested,0.56,0.76,9.74,57
Souvenir P90 | Storm (Minimal Wear),Souvenir P90 | Storm,Minimal Wear,3.62,2.47,159.64,26
Souvenir P90 | Storm (Well-Worn),Souvenir P90 | Storm,Well-Worn,0.7,0.91,3.7,18
Souvenir P90 | Straight Dimes (Battle-Scarred),Souvenir P90 | Straight Dimes,Battle-Scarred,0.02,0.03,0.51,13
Souvenir P90 | Straight Dimes (Factory New),Souvenir P90 | Straight Dimes,Factory New,0.4,0.43,4.83,3
Souvenir P90 | Straight Dimes (Field-Tested),Souvenir P90 | Straight Dimes,Field-Tested,0.02,0.03,0.02,44
Souvenir P90 | Straight Dimes (Minimal Wear),Souvenir P90 | Straight Dimes,Minimal Wear,0.03,0.03,0.03,10
Souvenir P90 | Straight Dimes (Well-Worn),Souvenir P90 | Straight Dimes,Well-Worn,0.02,0.03,0.04,23
Souvenir P90 | Teardown (Battle-Scarred),Souvenir P90 | Teardown,Battle-Scarred,,618.71,,0
Souvenir P90 | Teardown (Factory New),Souvenir P90 | Teardown,Factory New,,444.21,,0
Souvenir P90 | Teardown (Field-Tested),Souvenir P90 | Teardown,Field-Tested,,30.54,,0
Souvenir P90 | Teardown (Minimal Wear),Souvenir P90 | Teardown,Minimal Wear,475.97,26.55,475.97,1
Souvenir P90 | Verdant Growth (Battle-Scarred),Souvenir P90 | Verdant Growth,Battle-Scarred,0.07,0.08,1.08,17
Souvenir P90 | Verdant Growth (Factory New),Souvenir P90 | Verdant Growth,Factory New,0.02,0.04,1.06,556
Souvenir P90 | Verdant Growth (Field-Tested),Souvenir P90 | Verdant Growth,Field-Tested,0.02,0.03,0.21,880
Souvenir P90 | Verdant Growth (Minimal Wear),Souvenir P90 | Verdant Growth,Minimal Wear,0.02,0.03,0.34,301
Souvenir P90 | Verdant Growth (Well-Worn),Souvenir P90 | Verdant Growth,Well-Worn,0.02,0.03,0.68,55
Souvenir PP-Bizon | Anolis (Battle-Scarred),Souvenir PP-Bizon | Anolis,Battle-Scarred,0.02,0.03,0.6,300
Souvenir PP-Bizon | Anolis (Factory New),Souvenir PP-Bizon | Anolis,Factory New,0.02,0.03,0.38,1573
Souvenir PP-Bizon | Anolis (Field-Tested),Souvenir PP-Bizon | Anolis,Field-Tested,0.02,0.03,0.27,5830
Souvenir PP-Bizon | Anolis (Minimal Wear),Souvenir PP-Bizon | Anolis,Minimal Wear,0.02,0.03,0.39,2840
Souvenir PP-Bizon | Anolis (Well-Worn),Souvenir PP-Bizon | Anolis,Well-Worn,0.02,0.03,0.61,582
Souvenir PP-Bizon | Brass (Battle-Scarred),Souvenir PP-Bizon | Brass,Battle-Scarred,5.38,6.11,10.45,3
Souvenir PP-Bizon | Brass (Factory New),Souvenir PP-Bizon | Brass,Factory New,133.1,140.34,416.55,2
Souvenir PP-Bizon | Brass (Field-Tested),Souvenir PP-Bizon | Brass,Field-Tested,9.99,7.84,11.94,3
Souvenir PP-Bizon | Brass (Minimal Wear),Souvenir PP-Bizon | Brass,Minimal Wear,14.29,13.61,21.74,3
Souvenir PP-Bizon | Brass (Well-Worn),Souvenir PP-Bizon | Brass,Well-Worn,6.79,5.69,15.02,3
Souvenir PP-Bizon | Breaker Box (Factory New),Souvenir PP-Bizon | Breaker Box,Factory New,0.18,0.24,2.17,175
Souvenir PP-Bizon | Breaker Box (Field-Tested),Souvenir PP-Bizon | Breaker Box,Field-Tested,0.05,0.06,2.4,48
Souvenir PP-Bizon | Breaker Box (Minimal Wear),Souvenir PP-Bizon | Breaker Box,Minimal Wear,0.09,0.08,0.92,32
Souvenir PP-Bizon | Breaker Box (Well-Worn),Souvenir PP-Bizon | Breaker Box,Well-Worn,1.29,0.48,4.77,3
Souvenir PP-Bizon | Candy Apple (Factory New),Souvenir PP-Bizon | Candy Apple,Factory New,1.22,1.39,6.81,73
Souvenir PP-Bizon | Candy Apple (Field-Tested),Souvenir PP-Bizon | Candy Apple,Field-Tested,0.4,0.52,3.73,52
Souvenir PP-Bizon | Candy Apple (Minimal Wear),Souvenir PP-Bizon | Candy Apple,Minimal Wear,0.44,0.59,3.98,101
Souvenir PP-Bizon | Carbon Fiber (Factory New),Souvenir PP-Bizon | Carbon Fiber,Factory New,0.39,0.53,2.78,260
Souvenir PP-Bizon | Carbon Fiber (Minimal Wear),Souvenir PP-Bizon | Carbon Fiber,Minimal Wear,0.59,0.53,8.5,5
Souvenir PP-Bizon | Chemical Green (Battle-Scarred),Souvenir PP-Bizon | Chemical Green,Battle-Scarred,1.13,1.09,6.06,12
Souvenir PP-Bizon | Chemical Green (Factory New),Souvenir PP-Bizon | Chemical Green,Factory New,50.0,25.41,155.22,2
Souvenir PP-Bizon | Chemical Green (Field-Tested),Souvenir PP-Bizon | Chemical Green,Field-Tested,1.24,1.24,6.69,44
Souvenir PP-Bizon | Chemical Green (Minimal Wear),Souvenir PP-Bizon | Chemical Green,Minimal Wear,3.88,3.61,60.07,41
Souvenir PP-Bizon | Chemical Green (Well-Worn),Souvenir PP-Bizon | Chemical Green,Well-Worn,1.29,1.19,4.03,15
Souvenir PP-Bizon | Facility Sketch (Battle-Scarred),Souvenir PP-Bizon | Facility Sketch,Battle-Scarred,0.06,0.07,0.68,19
Souvenir PP-Bizon | Facility Sketch (Factory New),Souvenir PP-Bizon | Facility Sketch,Factory New,0.66,0.89,3.61,123
Souvenir PP-Bizon | Facility Sketch (Field-Tested),Souvenir PP-Bizon | Facility Sketch,Field-Tested,0.06,0.08,1.47,144
Souvenir PP-Bizon | Facility Sketch (Minimal Wear),Souvenir PP-Bizon | Facility Sketch,Minimal Wear,0.34,0.43,5.9,122
Souvenir PP-Bizon | Facility Sketch (Well-Worn),Souvenir PP-Bizon | Facility Sketch,Well-Worn,0.12,0.15,0.32,15
Souvenir PP-Bizon | Irradiated Alert (Battle-Scarred),Souvenir PP-Bizon | Irradiated Alert,Battle-Scarred,1.29,0.44,15.96,20
Souvenir PP-Bizon | Irradiated Alert (Factory New),Souvenir PP-Bizon | Irradiated Alert,Factory New,,10.32,,0
Souvenir PP-Bizon | Irradiated Alert (Field-Tested),Souvenir PP-Bizon | Irradiated Alert,Field-Tested,0.52,0.46,13.81,60
Souvenir PP-Bizon | Irradiated Alert (Minimal Wear),Souvenir PP-Bizon | Irradiated Alert,Minimal Wear,3.0,1.04,11.18,16
Souvenir PP-Bizon | Irradiated Alert (Well-Worn),Souvenir PP-Bizon | Irradiated Alert,Well-Worn,0.91,0.76,4.51,6
Souvenir PP-Bizon | Night Ops (Battle-Scarred),Souvenir PP-Bizon | Night Ops,Battle-Scarred,,14.22,,0
Souvenir PP-Bizon | Night Ops (Factory New),Souvenir PP-Bizon | Night Ops,Factory New,,139.15,,0
Souvenir PP-Bizon | Night Ops (Field-Tested),Souvenir PP-Bizon | Night Ops,Field-Tested,,28.19,,0
Souvenir PP-Bizon | Night Ops (Minimal Wear),Souvenir PP-Bizon | Night Ops,Minimal Wear,,32.9,,0
Souvenir PP-Bizon | Night Ops (Well-Worn),Souvenir PP-Bizon | Night Ops,Well-Worn,,37.14,,0
Souvenir PP-Bizon | Sand Dashed (Battle-Scarred),Souvenir PP-Bizon | Sand Dashed,Battle-Scarred,,8.15,,0
Souvenir PP-Bizon | Sand Dashed (Factory New),Souvenir PP-Bizon | Sand Dashed,Factory New,,567.19,,0
Souvenir PP-Bizon | Sand Dashed (Field-Tested),Souvenir PP-Bizon | Sand Dashed,Field-Tested,14.99,14.37,28.51,6
Souvenir PP-Bizon | Sand Dashed (Minimal Wear),Souvenir PP-Bizon | Sand Dashed,Minimal Wear,28.9,12.76,31.95,2
Souvenir PP-Bizon | Sand Dashed (Well-Worn),Souvenir PP-Bizon | Sand Dashed,Well-Worn,51.7,19.28,51.7,1
Souvenir PP-Bizon | Urban Dashed (Battle-Scarred),Souvenir PP-Bizon | Urban Dashed,Battle-Scarred,1.17,0.25,9.82,12
Souvenir PP-Bizon | Urban Dashed (Factory New),Souvenir PP-Bizon | Urban Dashed,Factory New,,7.52,,0
Souvenir PP-Bizon | Urban Dashed (Field-Tested),Souvenir PP-Bizon | Urban Dashed,Field-Tested,0.44,0.15,4.18,79
Souvenir PP-Bizon | Urban Dashed (Minimal Wear),Souvenir PP-Bizon | Urban Dashed,Minimal Wear,0.73,0.51,8.98,47
Souvenir PP-Bizon | Urban Dashed (Well-Worn),Souvenir PP-Bizon | Urban Dashed,Well-Worn,0.99,0.4,3.21,8
Souvenir R8 Revolver | Amber Fade (Factory New),Souvenir R8 Revolver | Amber Fade,Factory New,,107.36,,0
Souvenir R8 Revolver | Amber Fade (Field-Tested),Souvenir R8 Revolver | Amber Fade,Field-Tested,,51.67,,0
Souvenir R8 Revolver | Amber Fade (Minimal Wear),Souvenir R8 Revolver | Amber Fade,Minimal Wear,,50.88,,0
Souvenir R8 Revolver | Amber Fade (Well-Worn),Souvenir R8 Revolver | Amber Fade,Well-Worn,,24.19,,0
Souvenir R8 Revolver | Bone Mask (Field-Tested),Souvenir R8 Revolver | Bone Mask,Field-Tested,,1383.61,,0
Souvenir R8 Revolver | Bone Mask (Minimal Wear),Souvenir R8 Revolver | Bone Mask,Minimal Wear,,231.0,,0
Souvenir R8 Revolver | Desert Brush (Battle-Scarred),Souvenir R8 Revolver | Desert Brush,Battle-Scarred,0.02,0.03,0.08,534
Souvenir R8 Revolver | Desert Brush (Factory New),Souvenir R8 Revolver | Desert Brush,Factory New,0.02,0.03,2.26,488
Souvenir R8 Revolver | Desert Brush (Field-Tested),Souvenir R8 Revolver | Desert Brush,Field-Tested,0.02,0.03,0.13,2446
Souvenir R8 Revolver | Desert Brush (Minimal Wear),Souvenir R8 Revolver | Desert Brush,Minimal Wear,0.02,0.03,0.26,883
Souvenir R8 Revolver | Desert Brush (Well-Worn),Souvenir R8 Revolver | Desert Brush,Well-Worn,0.02,0.03,0.21,152
Souvenir R8 Revolver | Inlay (Battle-Scarred),Souvenir R8 Revolver | Inlay,Battle-Scarred,0.02,0.03,0.33,121
Souvenir R8 Revolver | Inlay (Factory New),Souvenir R8 Revolver | Inlay,Factory New,0.13,0.17,0.81,25
Souvenir R8 Revolver | Inlay (Field-Tested),Souvenir R8 Revolver | Inlay,Field-Tested,0.02,0.03,0.09,1775
Souvenir R8 Revolver | Inlay (Minimal Wear),Souvenir R8 Revolver | Inlay,Minimal Wear,0.02,0.03,0.38,176
Souvenir R8 Revolver | Inlay (Well-Worn),Souvenir R8 Revolver | Inlay,Well-Worn,0.06,0.08,0.57,19
Souvenir R8 Revolver | Night (Battle-Scarred),Souvenir R8 Revolver | Night,Battle-Scarred,0.02,0.03,0.24,497
Souvenir R8 Revolver | Night (Factory New),Souvenir R8 Revolver | Night,Factory New,0.67,0.86,5.89,29
Souvenir R8 Revolver | Night (Field-Tested),Souvenir R8 Revolver | Night,Field-Tested,0.02,0.03,0.31,1848
Souvenir R8 Revolver | Night (Minimal Wear),Souvenir R8 Revolver | Night,Minimal Wear,0.02,0.03,1.35,337
Souvenir R8 Revolver | Night (Well-Worn),Souvenir R8 Revolver | Night,Well-Worn,0.02,0.03,0.07,206
Souvenir R8 Revolver | Nitro (Battle-Scarred),Souvenir R8 Revolver | Nitro,Battle-Scarred,0.09,0.08,0.7,15
Souvenir R8 Revolver | Nitro (Factory New),Souvenir R8 Revolver | Nitro,Factory New,7.97,7.44,8.76,2
Souvenir R8 Revolver | Nitro (Field-Tested),Souvenir R8 Revolver | Nitro,Field-Tested,0.06,0.07,2.78,76
Souvenir R8 Revolver | Nitro (Minimal Wear),Souvenir R8 Revolver | Nitro,Minimal Wear,0.19,0.25,4.61,46
Souvenir R8 Revolver | Nitro (Well-Worn),Souvenir R8 Revolver | Nitro,Well-Worn,0.14,0.2,0.88,22
Souvenir SCAR-20 | Carbon Fiber (Factory New),Souvenir SCAR-20 | Carbon Fiber,Factory New,1.73,1.61,14.16,37
Souvenir SCAR-20 | Carbon Fiber (Minimal Wear),Souvenir SCAR-20 | Carbon Fiber,Minimal Wear,5.0,2.8,18.22,4
Souvenir SCAR-20 | Contractor (Battle-Scarred),Souvenir SCAR-20 | Contractor,Battle-Scarred,,8.07,,0
Souvenir SCAR-20 | Contractor (Factory New),Souvenir SCAR-20 | Contractor,Factory New,,582.61,,0
Souvenir SCAR-20 | Contractor (Field-Tested),Souvenir SCAR-20 | Contractor,Field-Tested,55.0,9.46,384.51,4
Souvenir SCAR-20 | Contractor (Minimal Wear),Souvenir SCAR-20 | Contractor,Minimal Wear,,8.54,,0
Souvenir SCAR-20 | Contractor (Well-Worn),Souvenir SCAR-20 | Contractor,Well-Worn,,9.02,,0
Souvenir SCAR-20 | Sand Mesh (Battle-Scarred),Souvenir SCAR-20 | Sand Mesh,Battle-Scarred,0.4,0.53,4.64,14
Souvenir SCAR-20 | Sand Mesh (Factory New),Souvenir SCAR-20 | Sand Mesh,Factory New,,7.68,,0
Souvenir SCAR-20 | Sand Mesh (Field-Tested),Souvenir SCAR-20 | Sand Mesh,Field-Tested,0.35,0.15,3.95,47
Souvenir SCAR-20 | Sand Mesh (Minimal Wear),Souvenir SCAR-20 | Sand Mesh,Minimal Wear,1.85,0.59,11.15,32
Souvenir SCAR-20 | Sand Mesh (Well-Worn),Souvenir SCAR-20 | Sand Mesh,Well-Worn,0.79,0.53,1.38,4
Souvenir SCAR-20 | Storm (Battle-Scarred),Souvenir SCAR-20 | Storm,Battle-Scarred,1.24,0.93,3.89,10
Souvenir SCAR-20 | Storm (Factory New),Souvenir SCAR-20 | Storm,Factory New,25.0,22.81,54.51,4
Souvenir SCAR-20 | Storm (Field-Tested),Souvenir SCAR-20 | Storm,Field-Tested,0.65,0.65,6.76,76
Souvenir SCAR-20 | Storm (Minimal Wear),Souvenir SCAR-20 | Storm,Minimal Wear,1.99,1.85,17.03,44
Souvenir SCAR-20 | Storm (Well-Worn),Souvenir SCAR-20 | Storm,Well-Worn,0.68,0.83,4.44,25
Souvenir SG 553 | Anodized Navy (Factory New),Souvenir SG 553 | Anodized Navy,Factory New,181.24,68.86,239.26,2
Souvenir SG 553 | Anodized Navy (Minimal Wear),Souvenir SG 553 | Anodized Navy,Minimal Wear,,417.84,,0
Souvenir SG 553 | Bleached (Battle-Scarred),Souvenir SG 553 | Bleached,Battle-Scarred,0.02,0.03,0.1,97
Souvenir SG 553 | Bleached (Factory New),Souvenir SG 553 | Bleached,Factory New,0.02,0.03,0.82,273
Souvenir SG 553 | Bleached (Field-Tested),Souvenir SG 553 | Bleached,Field-Tested,0.02,0.03,0.19,1671
Souvenir SG 553 | Bleached (Minimal Wear),Souvenir SG 553 | Bleached,Minimal Wear,0.02,0.03,0.55,772
Souvenir SG 553 | Bleached (Well-Worn),Souvenir SG 553 | Bleached,Well-Worn,0.02,0.03,0.17,117
Souvenir SG 553 | Damascus Steel (Battle-Scarred),Souvenir SG 553 | Damascus Steel,Battle-Scarred,7.0,4.53,7.0,1
Souvenir SG 553 | Damascus Steel (Factory New),Souvenir SG 553 | Damascus Steel,Factory New,69.99,67.44,465.84,2
Souvenir SG 553 | Damascus Steel (Field-Tested),Souvenir SG 553 | Damascus Steel,Field-Tested,7.48,4.44,22.29,3
Souvenir SG 553 | Damascus Steel (Minimal Wear),Souvenir SG 553 | Damascus Steel,Minimal Wear,11.9,7.57,12.4,2
Souvenir SG 553 | Damascus Steel (Well-Worn),Souvenir SG 553 | Damascus Steel,Well-Worn,4.26,4.62,21.75,3
Souvenir SG 553 | Desert Blossom (Battle-Scarred),Souvenir SG 553 | Desert Blossom,Battle-Scarred,0.17,0.22,0.17,1
Souvenir SG 553 | Desert Blossom (Factory New),Souvenir SG 553 | Desert Blossom,Factory New,0.47,0.53,3.02,109
Souvenir SG 553 | Desert Blossom (Field-Tested),Souvenir SG 553 | Desert Blossom,Field-Tested,0.06,0.08,2.11,110
Souvenir SG 553 | Desert Blossom (Minimal Wear),Souvenir SG 553 | Desert Blossom,Minimal Wear,0.19,0.25,3.57,136
Souvenir SG 553 | Desert Blossom (Well-Worn),Souvenir SG 553 | Desert Blossom,Well-Worn,0.33,0.21,2.2,13
Souvenir SG 553 | Fallout Warning (Battle-Scarred),Souvenir SG 553 | Fallout Warning,Battle-Scarred,1.59,1.11,54.7,13
Souvenir SG 553 | Fallout Warning (Factory New),Souvenir SG 553 | Fallout Warning,Factory New,8.45,9.39,18.62,14
Souvenir SG 553 | Fallout Warning (Field-Tested),Souvenir SG 553 | Fallout Warning,Field-Tested,2.22,1.11,103.47,68
Souvenir SG 553 | Fallout Warning (Minimal Wear),Souvenir SG 553 | Fallout Warning,Minimal Wear,2.99,2.56,166.85,35
Souvenir SG 553 | Fallout Warning (Well-Worn),Souvenir SG 553 | Fallout Warning,Well-Worn,171.47,2.96,171.47,1
Souvenir SG 553 | Gator Mesh (Battle-Scarred),Souvenir SG 553 | Gator Mesh,Battle-Scarred,7.05,1.7,9.98,2
Souvenir SG 553 | Gator Mesh (Factory New),Souvenir SG 553 | Gator Mesh,Factory New,4.9,3.15,31.62,13
Souvenir SG 553 | Gator Mesh (Field-Tested),Souvenir SG 553 | Gator Mesh,Field-Tested,1.89,0.94,26.42,14
Souvenir SG 553 | Gator Mesh (Minimal Wear),Souvenir SG 553 | Gator Mesh,Minimal Wear,1.71,1.88,26.97,22
Souvenir SG 553 | Gator Mesh (Well-Worn),Souvenir SG 553 | Gator Mesh,Well-Worn,,4.76,,0
Souvenir SG 553 | Hazard Pay (Battle-Scarred),Souvenir SG 553 | Hazard Pay,Battle-Scarred,,121.31,,0
Souvenir SG 553 | Hazard Pay (Factory New),Souvenir SG 553 | Hazard Pay,Factory New,258.36,157.44,258.36,1
Souvenir SG 553 | Hazard Pay (Field-Tested),Souvenir SG 553 | Hazard Pay,Field-Tested,61.07,56.46,65.53,2
Souvenir SG 553 | Hazard Pay (Minimal Wear),Souvenir SG 553 | Hazard Pay,Minimal Wear,83.38,98.12,100.57,3
Souvenir SG 553 | Hazard Pay (Well-Worn),Souvenir SG 553 | Hazard Pay,Well-Worn,,41.89,,0
Souvenir SG 553 | Integrale (Battle-Scarred),Souvenir SG 553 | Integrale,Battle-Scarred,85.23,53.19,85.23,1
Souvenir SG 553 | Integrale (Factory New),Souvenir SG 553 | Integrale,Factory New,1206.35,1407.01,1945.78,2
Souvenir SG 553 | Integrale (Field-Tested),Souvenir SG 553 | Integrale,Field-Tested,,67.03,,0
Souvenir SG 553 | Integrale (Minimal Wear),Souvenir SG 553 | Integrale,Minimal Wear,299.9,173.2,367.09,3
Souvenir SG 553 | Integrale (Well-Worn),Souvenir SG 553 | Integrale,Well-Worn,,49.47,,0
Souvenir SG 553 | Lush Ruins (Battle-Scarred),Souvenir SG 553 | Lush Ruins,Battle-Scarred,0.02,0.03,0.2,256
Souvenir SG 553 | Lush Ruins (Factory New),Souvenir SG 553 | Lush Ruins,Factory New,0.07,0.09,2.47,353
Souvenir SG 553 | Lush Ruins (Field-Tested),Souvenir SG 553 | Lush Ruins,Field-Tested,0.02,0.03,0.66,1633
Souvenir SG 553 | Lush Ruins (Minimal Wear),Souvenir SG 553 | Lush Ruins,Minimal Wear,0.02,0.03,1.27,448
Souvenir SG 553 | Lush Ruins (Well-Worn),Souvenir SG 553 | Lush Ruins,Well-Worn,0.02,0.03,1.86,69
Souvenir SG 553 | Waves Perforated (Battle-Scarred),Souvenir SG 553 | Waves Perforated,Battle-Scarred,15.0,11.78,15.0,1
Souvenir SG 553 | Waves Perforated (Factory New),Souvenir SG 553 | Waves Perforated,Factory New,,1029.68,,0
Souvenir SG 553 | Waves Perforated (Field-Tested),Souvenir SG 553 | Waves Perforated,Field-Tested,17.96,12.18,101.69,8
Souvenir SG 553 | Waves Perforated (Minimal Wear),Souvenir SG 553 | Waves Perforated,Minimal Wear,50.0,26.71,50.0,1
Souvenir SG 553 | Waves Perforated (Well-Worn),Souvenir SG 553 | Waves Perforated,Well-Worn,,11.11,,0
Souvenir SSG 08 | Acid Fade (Factory New),Souvenir SSG 08 | Acid Fade,Factory New,2839.42,227.2,2839.42,1
Souvenir SSG 08 | Azure Glyph (Battle-Scarred),Souvenir SSG 08 | Azure Glyph,Battle-Scarred,0.07,0.08,0.97,45
Souvenir SSG 08 | Azure Glyph (Factory New),Souvenir SSG 08 | Azure Glyph,Factory New,3.49,2.17,6.93,19
Souvenir SSG 08 | Azure Glyph (Field-Tested),Souvenir SSG 08 | Azure Glyph,Field-Tested,0.22,0.08,2.15,32
Souvenir SSG 08 | Azure Glyph (Minimal Wear),Souvenir SSG 08 | Azure Glyph,Minimal Wear,0.18,0.24,2.74,42
Souvenir SSG 08 | Azure Glyph (Well-Worn),Souvenir SSG 08 | Azure Glyph,Well-Worn,0.06,0.08,0.68,24
Souvenir SSG 08 | Blue Spruce (Battle-Scarred),Souvenir SSG 08 | Blue Spruce,Battle-Scarred,81.51,31.44,81.51,1
Souvenir SSG 08 | Blue Spruce (Factory New),Souvenir SSG 08 | Blue Spruce,Factory New,,2619.51,,0
Souvenir SSG 08 | Blue Spruce (Field-Tested),Souvenir SSG 08 | Blue Spruce,Field-Tested,41.49,26.36,83.2,2
Souvenir SSG 08 | Blue Spruce (Minimal Wear),Souvenir SSG 08 | Blue Spruce,Minimal Wear,,60.65,,0
Souvenir SSG 08 | Blue Spruce (Well-Worn),Souvenir SSG 08 | Blue Spruce,Well-Worn,,21.54,,0
Souvenir SSG 08 | Carbon Fiber (Factory New),Souvenir SSG 08 | Carbon Fiber,Factory New,0.99,1.05,9.17,293
Souvenir SSG 08 | Carbon Fiber (Minimal Wear),Souvenir SSG 08 | Carbon Fiber,Minimal Wear,1.1,1.13,8.53,32
Souvenir SSG 08 | Death Strike (Battle-Scarred),Souvenir SSG 08 | Death Strike,Battle-Scarred,100.96,83.4,117.68,5
Souvenir SSG 08 | Death Strike (Factory New),Souvenir SSG 08 | Death Strike,Factory New,270.0,265.25,272.5,2
Souvenir SSG 08 | Death Strike (Field-Tested),Souvenir SSG 08 | Death Strike,Field-Tested,71.7,83.35,87.41,19
Souvenir SSG 08 | Death Strike (Minimal Wear),Souvenir SSG 08 | Death Strike,Minimal Wear,109.33,109.22,155.5,23
Souvenir SSG 08 | Death Strike (Well-Worn),Souvenir SSG 08 | Death Strike,Well-Worn,,82.04,,0
Souvenir SSG 08 | Detour (Factory New),Souvenir SSG 08 | Detour,Factory New,9.81,14.02,45.48,48
Souvenir SSG 08 | Detour (Field-Tested),Souvenir SSG 08 | Detour,Field-Tested,4.99,4.31,16.43,29
